news_id,original_title,original_date,original_source,analysis_time,sentiment,direct_impact_score,direct_impact_desc,indirect_impact_score,indirect_impact_desc,certainty,time_to_effect,overall_score,risk_factors,action_suggestion
87,【139股获机构买入型评级，青岛啤酒关注度最高】统计显示，有139只个股获机构买入型评级。其中，青岛啤酒关注度最高，共获8次机构买入型评级记录；中国人寿、劲仔食品、米奥会展、中信证券、盐津铺子分别获6...,2024-03-28 17:51:37,未知来源,2025-09-24 19:53:49,中性偏正,2,获得5次机构买入型评级显示机构认可度较高，可能带来机构资金配置需求,1,机构关注度提升可能间接增强市场信心，但对行业整体影响有限,0.6,1个月内,3,机构评级变化较快|市场整体走势可能覆盖个股利好,观望
86,华创证券将盐津铺子评级上调至强力买进。...,2024-03-27 15:02:29,未知来源,2025-09-24 19:53:49,正面,3,券商评级上调至强力买进可能带来增量资金流入，对股价有直接推动作用,2,券商评级上调可能提升市场对公司关注度，但对行业竞争格局和产业链影响有限,0.7,1个月内,5,券商观点可能存在偏差|市场情绪变化可能削弱影响效果,关注
85,盐津铺子：2023年净利润5亿元，同比增长67.76%，拟10转4派15元。...,2024-03-26 18:35:29,未知来源,2025-09-24 19:53:49,强烈正面,5,净利润同比增长67.76%显示公司盈利能力大幅提升，高分红派息方案（10转4派15元）直接提升股东回报，对公司股价有直接正面影响,3,优异的业绩表现可能提升公司在休闲食品行业的竞争地位，增强品牌影响力，但对上下游产业链影响有限,0.95,立即,8,高增长能否持续存在不确定性|高分红可能影响公司现金流,强烈关注
84,【全国人大代表、盐津铺子董事长张学武：建议为民企出海提供外汇便利化和金融服务供给】全国人大代表、盐津铺子董事长张学武建议国家要鼓励民企出海，为民营企业提供外汇便利化和金融服务供给，完善跨境投融资便利化...,2024-03-02 21:08:22,未知来源,2025-09-24 19:52:38,中性偏正,1,董事长提出出海建议，如政策采纳可能为公司海外扩张提供便利，但当前仅为建议阶段，无直接影响,2,如政策落地将有利于民营企业出海，为公司拓展国际市场创造更好环境；可能提升公司在国际化方面的战略地位,0.4,6个月以上,3,政策落地不确定性高|海外市场拓展存在文化、运营等风险,观望
83,【盐津铺子业绩快报：2023年度净利润同比增长67.57%】盐津铺子发布业绩快报，2023年度净利润5.05亿元，同比增长67.57%。...,2024-02-27 18:12:37,未知来源,2025-09-24 19:52:38,强烈正面,4,公司发布正式业绩快报，确认2023年度净利润5.05亿元，同比增长67.57%，超出此前预告，对股价有直接重大正面影响,3,优异的业绩表现可能提升公司在休闲食品行业的竞争地位和市场认可度，为后续融资和扩张提供更好基础,0.95,立即,9,高增长基数效应可能影响未来增速|市场竞争加剧风险,强烈关注
82,【拓渠道调品类 食品饮料上市公司年报频预喜】数据显示，截至1月26日，食品饮料类上市公司中已有18家公司披露业绩预告，超九成业绩预喜。具体来看，贵州茅台预计2023年实现净利润约735亿元，暂居行业榜...,2024-01-27 01:04:01,未知来源,2025-09-24 19:52:38,正面,3,新闻直接提及盐津铺子预计净利润同比增长65.84%，显示公司业绩表现优异，对股价有直接正面影响,2,食品饮料行业整体业绩预喜，反映行业景气度提升；盐津铺子在零食板块中的突出表现可能提升其市场地位,0.9,立即,7,业绩预告与实际数据可能存在差异|行业增长可持续性不确定,强烈关注
81,【信达证券：关注量贩零食折扣业态的投资机会】信达证券1月17日研报指出，关注折扣业态的投资机会。量贩零食本质为单品类的折扣业态，第一梯队品牌万辰集团当前在华东和华北具备区位优势，管理团队体现出敏锐的战...,2024-01-17 10:48:04,未知来源,2025-09-24 19:52:38,正面,2,研报直接提及盐津铺子，认为其具备细分品类红利并积极拥抱新折扣渠道，可能带来销售增长机会,3,行业折扣业态发展趋势可能为公司带来新的渠道机会，但竞争可能加剧；对整个休闲食品行业的渠道变革有推动作用,0.6,3-6个月,5,折扣业态可能压缩利润率|行业竞争加剧风险,关注
80,【2023年业绩预告“启幕”：深市消费行业公司“暖意浓”】Wind数据显示，截至1月6日，A股已有67家上市公司率先披露2023年年度业绩预告。其中，有44家公司业绩预喜，占已经披露业绩预告的公司总数...,2024-01-09 04:56:26,未知来源,2025-09-24 19:51:23,正面,3,报道中提及盐津铺子业绩预增情况，增强市场对公司业绩表现的认知,2,消费行业整体表现良好，行业景气度提升有利于公司业务发展,0.9,立即,5,行业整体表现存在分化|消费复苏持续性有待观察,关注
79,【东海证券：零食行业量贩整合加速，规模效应逐渐显现】近年来新型渠道的崛起对零食企业的成本控制和供应链效益提出了更高的要求，零食企业需要更加关注一是成本下行周期下的定价策略，二是产品的差异化创新以及渠道...,2024-01-08 14:49:04,未知来源,2025-09-24 19:51:23,正面,3,研报直接推荐关注盐津铺子，认为头部企业将优先受益于行业集中度提升,4,行业量贩整合加速，规模效应显现，有利于盐津铺子这类头部企业扩大市场份额，提升竞争力,0.8,3-6个月,7,行业竞争加剧|成本控制压力,关注
78,【盐津铺子：预计2023年净利同比增65.84% ～ 69.16%】盐津铺子公告，预计2023年净利5亿元-5.1亿元，同比增65.84% ～ 69.16%。...,2024-01-05 21:01:51,未知来源,2025-09-24 19:51:23,强烈正面,5,公司公告2023年净利润预计同比增长65.84%-69.16%，业绩大幅增长，直接影响公司盈利能力和股价表现,4,业绩高增长验证公司经营策略有效，提升投资者信心，可能吸引更多资金关注,0.95,立即,9,业绩预告为预估值，实际结果可能略有差异,强烈关注
77,【首创证券：关注食品饮料企业内部的积极变化】在食品饮料行业整体预期增速放缓的背景下，未来更多关注企业内部的积极变化，包括顺应流量、渠道端新变革带来的原有竞争格局重塑，以及顺应新人群需求崛起或局部细分品...,2023-12-28 15:09:13,未知来源,2025-09-24 19:51:23,正面,2,研报直接提及盐津铺子为休闲零食龙头，建议关注，对公司品牌形象和市场关注度有正面影响,3,研报指出行业整体增速放缓但关注企业内部变革机会，包括渠道变革和产品创新，对盐津铺子这类积极变革的企业有利,0.7,1-3个月,5,行业整体增速放缓|竞争格局重塑存在不确定性,关注
76,【天风证券：维持盐津铺子“买入”评级，渠道端有望持续高增】天风证券研报指出，盐津铺子(002847.SZ)的控股股东湖南盐津铺子控股有限公司日前与好想你宣布分别拟向零食很忙集团增资3.5亿元和7.0亿...,2023-12-22 15:32:13,未知来源,2025-09-24 19:50:22,强烈正面,4,券商维持买入评级，明确看好渠道端高增长，预计魔芋、鹌鹑蛋等单品持续放量，直接提升收入和利润,3,研报增强市场信心，提升估值水平，同时推动行业对量贩渠道价值的认可,0.8,1-3个月,7,研报观点可能存在过度乐观|渠道拓展不及预期风险,强烈关注
75,【良品铺子回应零食很忙获注资：将坚持诉讼维权】据新京报，12月18日，盐津铺子控股与好想你注资量贩零食企业零食很忙集团，在行业引发热议。12月19日，针对此事，休闲食品企业良品铺子方面回应称，这次投资...,2023-12-19 17:49:28,未知来源,2025-09-24 19:50:22,中性偏负,-1,良品铺子表示将坚持诉讼维权，可能引发行业法律纠纷，但对公司收入成本无直接影响,-2,竞争对手的诉讼维权可能影响行业合作氛围，增加零食很忙渠道运营不确定性，间接影响盐津铺子渠道销售,0.6,3-6个月,-3,潜在法律纠纷风险|行业竞争关系紧张化,观望
74,【好想你、盐津铺子控股共同投资零食很忙集团10.5亿元】好想你、盐津铺子控股、零食很忙、赵一鸣零食已签署战略合作投资协议，宣布好想你和盐津铺子控股分别向零食很忙集团投资7亿人民币和3.5亿人民币。...,2023-12-18 19:27:00,未知来源,2025-09-24 19:50:22,正面,3,确认公司控股股东投资3.5亿元，但通过控股股东而非上市公司直接投资，对上市公司财务报表无直接影响,3,与好想你共同投资显示行业龙头对零食很忙的认可，间接强化盐津铺子在渠道端的战略地位,0.85,3-6个月,6,投资主体为控股股东而非上市公司|协同效应存在不确定性,关注
73,【盐津铺子3.5亿元入股零食很忙】12月18日，盐津铺子(SZ:002847)通过控股股东湖南盐津铺子控股有限公司出资3.5亿元入股零食很忙，入股比例不详，后者是目前国内第一梯队的零食量贩店连锁品牌，...,2023-12-18 18:16:32,未知来源,2025-09-24 19:50:22,强烈正面,4,直接提及公司投资零食很忙，该渠道上半年贡献收入2.08亿元且高速增长，投资将巩固渠道合作关系，直接提升销售收入,3,加强与头部零食量贩渠道的战略合作，提升产业链下游渠道稳定性，增强对竞品的渠道壁垒,0.9,1-3个月,7,投资比例不详可能影响权益回报|渠道过度依赖风险,强烈关注
72,【东海证券：零食量贩行业整合加速，规模效应逐渐显现】东海证券近日研报指出，零食量贩行业发展仍处在红利期，且行业内卷加剧。近年来新型渠道的崛起对零食企业的成本控制和供应链效益提出了更高的要求，零食企业需...,2023-12-04 11:28:41,未知来源,2025-09-24 19:48:45,中性偏正,2,研报关注盐津铺子，但未直接提及具体影响，主要体现为行业整合加速下的头部企业受益逻辑,3,零食量贩行业整合加速和规模效应显现，头部企业集中度提升，有利于盐津铺子这样的龙头企业扩大市场份额,0.7,3-6个月,4,行业整合进度不及预期|渠道成本上升,观望
71,【浙商证券：大众食品渐进式回暖，关注四大投资主线】浙商证券11月27日研报指出，2023年大众食品渐进式回暖，复苏存在新的消费特点，当前板块估值具备性价比，由此总结大众品四大投资主线：基于当前消费者希...,2023-11-27 16:30:14,未知来源,2025-09-24 19:48:45,正面,3,研报再次推荐盐津铺子，认为其具备'高质性价比'特点，可能提升市场关注度和估值水平,2,大众食品渐进式回暖的行业趋势和四大投资主线的提出，有利于行业整体估值修复,0.6,1-3个月,5,消费复苏进度不及预期|行业竞争加剧,关注
70,【盐津铺子：拟投建马铃薯全粉智能化生产加工项目】盐津铺子公告，拟使用自筹资金1亿元在新疆生产建设兵团第九师巴克图经济技术开发区投资建设马铃薯全粉智能化生产加工项目。...,2023-11-24 16:52:41,未知来源,2025-09-24 19:48:45,中性偏正,2,1亿元投资马铃薯全粉项目，可能通过上游原材料整合降低成本，但短期需要资本支出，对利润影响有限,3,向上游原材料延伸有助于供应链稳定性，可能提升成本控制能力和产品竞争力,0.8,6个月以上,4,项目投资回报不及预期|原材料价格波动,观望
69,【中信证券：关注食品饮料行业景气度修复，把握成长和底部机会】中信证券11月22日研报指出，2023年至今大众品食品整体需求恢复偏弱、盈利呈现改善趋势，部分零食企业享受渠道&新品红利成长性突出。预计20...,2023-11-22 15:57:44,未知来源,2025-09-24 19:48:45,正面,3,研报直接推荐盐津铺子，认为其拥抱高性价比消费渠道、处于成长阶段，可能带来投资者关注度提升和资金流入,2,行业景气度修复预期和零食板块结构性成长机会的提及，有利于整个休闲食品行业估值提升,0.7,1个月内,5,消费景气度恢复不及预期|行业竞争加剧,关注
68,国泰君安国际：给予盐津铺子超配的初始评级。...,2023-11-22 12:58:14,未知来源,2025-09-24 19:47:34,正面,3,获得'超配'初始评级，直接提升机构关注度和潜在资金流入,1,券商评级可能引发同业关注，但对行业整体影响有限,0.5,1个月内,4,评级机构跟踪覆盖不足|后续业绩能否支撑评级存在不确定性,关注
67,【14家公司披露回购进展，阳谷华泰股东提议回购不超1亿元】Wind数据显示，11月10日，共14家公司发布股票回购相关公告。其中，1家公司股东提议回购公司股份，2家公司首次披露股票回购预案，1家公司回...,2023-11-10 08:16:09,未知来源,2025-09-24 19:47:34,中性偏正,2,公司已完成1.09亿元回购，显示现金流充裕和管理层信心，但金额相对市值较小,1,回购完成可能提振市场情绪，但行业性影响有限,0.9,立即,3,回购规模相对有限|基本面改善仍需观察,观望
66,【国盛证券：食品饮料大众品估值持续回落 可适时布局】国盛证券研报指出，食品饮料大众品估值持续回落，绩优个股适时布局。消费弱复苏背景下，大众品绩优个股估值持续回落，中长期布局时间点已现。食品综合板块涉猎...,2023-11-08 11:20:23,未知来源,2025-09-24 19:47:34,正面,3,再次被列为绩优个股推荐标的，强化市场关注度，可能推动估值修复,2,大众品板块整体估值回落至低位，中长期布局时机显现，行业情绪有望改善,0.6,1-3个月,5,消费复苏力度不足|个股业绩增长不及预期,关注
65,【国盛证券：食品饮料行业配置性价比持续显现】国盛证券研报指出，四季度是食品饮料布局较好时间点，看好2024年需求的持续改善，建议加大配置比例。当前食品饮料整体估值逐步向2020年历史低位下探，尤其大众...,2023-10-30 10:01:07,未知来源,2025-09-24 19:47:34,正面,3,研报直接提及盐津铺子，并基于其三季报超预期表现将其列为推荐标的，可能带来增量资金关注,2,行业整体估值低位，配置性价比显现，有利于提升休闲食品板块关注度和资金流入,0.7,1个月内,5,行业需求复苏不及预期|市场竞争加剧影响业绩兑现,关注
64,【华鑫证券：食品板块筑底进行时 关注财报预期差标的】华鑫证券研报指出，大众品食品板块：休闲食品板块，仍受益于成本改善与零食专营渠道红利，建议关注零食专营渠道红利释放标的。软饮料板块，弱复苏和强竞争环境...,2023-10-22 15:16:02,未知来源,2025-09-24 19:46:13,中性偏正,1,券商研报将公司列为重点推荐标的，可能带来增量资金关注，但对公司基本面无直接影响,2,研报指出休闲食品板块受益成本改善和渠道红利，行业前景积极，有利于公司所处板块估值提升,0.6,1-3个月,3,券商观点可能存在偏差|行业竞争依然激烈，红利释放需要时间验证,关注
63,【盐津铺子：预计前三季度净利同比增78.70%～83.28%】盐津铺子公告，预计前三季度净利3.9亿元-4亿元，同比增78.70%～83.28%。...,2023-10-13 16:43:28,未知来源,2025-09-24 19:46:13,强烈正面,4,前三季度净利润预计大幅增长78.70%-83.28%，远超市场预期，直接体现公司盈利能力的显著提升,2,优异业绩表现可能提升公司在休闲食品行业的竞争地位，增强投资者对整个板块的信心,0.95,立即,8,高增长基数可能影响未来增速|需关注业绩增长的具体驱动因素是否可持续,强烈关注
62,【盐津铺子：拟回购120万股-140万股公司股份】盐津铺子公告，拟回购120万股-140万股公司股份，回购价格不超过95.00元/股。...,2023-09-19 17:46:14,未知来源,2025-09-24 19:46:13,正面,2,与新闻1内容完全相同的回购公告，重申公司回购计划，继续传递管理层信心,1,重复公告可能强化市场关注度，但对行业和竞争格局无新增影响,0.8,1个月内,3,信息重复发布可能减弱市场反应|实际回购执行存在不确定性,关注
61,【盐津铺子：拟回购120万股-140万股】盐津铺子公告，拟回购120万股-140万股，回购价格不超过人民币95元/股。...,2023-09-18 20:59:52,未知来源,2025-09-24 19:46:13,正面,2,公司回购股份直接体现了管理层对公司价值的认可和对未来发展的信心，有助于提升每股收益和股东价值,1,回购行为可能向市场传递积极信号，提升投资者信心，但对产业链和竞争格局影响有限,0.8,1个月内,3,回购规模相对市值较小（约1.14-1.33亿元，占市值0.76%-0.89%）|回购价格上限95元可能限制回购效果,关注
60,【兴业证券：食品板块估值处于历史低位，仍抓需求和成本两条主线】兴业证券9月7日研报指出，估值处于历史低位，仍抓需求和成本两条主线。食品板块当前整体表现为缓慢恢复，且弱复苏预期影响下，估值处于历史低位。...,2023-09-07 09:43:22,未知来源,2025-09-24 19:45:13,正面,3,兴业证券研报推荐盐津铺子作为渠道转型持续的标的，可能提升市场对公司转型成效的认可度,2,研报指出食品板块估值处于历史低位，可能吸引资金关注整个板块，但对具体产业链影响有限,0.6,1-3个月,5,渠道转型效果可能不及预期|行业竞争加剧可能影响业绩,关注
59,【中泰证券：食品需求仍具备韧性 把握三条投资主线】 中泰证券研报指出，上半年，伴随消费渐进式复苏，食品板块整体呈现稳健增长态势。长期看，食品需求仍具备韧性。由此，建议把握3条投资主线：第一条推荐主线：...,2023-09-07 07:53:42,未知来源,2025-09-24 19:45:13,正面,3,中泰证券研报直接推荐盐津铺子作为管理改善的主线标的，可能提升机构关注度和投资者信心,2,研报观点可能带动整个食品板块情绪向好，但具体对公司上下游和竞争格局影响有限,0.6,1-3个月,5,研报推荐不一定转化为实际投资|行业复苏进度可能不及预期,关注
58,【99股获北向资金连续5日以上增持，菜百股份获连续增持天数最多】wind统计，截至8月25日，沪深两市共有99只个股连续5日或5日以上获陆股通增仓。获连续增持天数最多的是菜百股份，已连续获16个交易日...,2023-08-28 11:37:25,未知来源,2025-09-24 19:45:13,正面,2,新闻再次提及盐津铺子获北向资金连续15个交易日增持，显示外资持续看好，可能带来稳定的资金流入,1,连续的资金增持可能增强市场对公司的信心，但对行业整体和竞争格局影响较小,0.7,立即,3,北向资金可能随时转向|宏观因素可能影响外资流向,关注
57,【106股获北向资金连续5日以上增持 厦门银行获连续增持天数最多】 据证券时报，据统计，截至8月18日，沪深两市共有106只个股连续5日或5日以上获陆股通增仓。获连续增持天数最多的是厦门银行，已连续获...,2023-08-20 08:22:39,未知来源,2025-09-24 19:45:13,正面,2,新闻直接提及盐津铺子获北向资金连续10个交易日增持，表明外资对该股的持续看好，可能带来资金流入和股价支撑,1,北向资金增持可能提升市场对休闲食品板块的关注度，但对上下游产业链和竞争格局影响有限,0.7,立即,3,北向资金流向可能快速变化|市场情绪波动可能削弱资金流入效果,关注
56,【盐津铺子：目前公司电商储备了多个大单品，预计未来在2-3月左右为周期主推1个核心新品】 盐津铺子近日接受调研时表示，近两年，公司电商渠道销售增长迅猛，2023年上半年同比增长155%，销售占比约20...,2023-08-18 13:54:25,未知来源,2025-09-24 19:44:17,正面,3,电商渠道销售同比增长155%，占比约20%，显示线上业务快速增长，为公司带来新的收入增长点,2,电商业务快速发展可能改变公司渠道结构，提升市场竞争力，对传统休闲食品行业渠道变革产生示范效应,0.8,1-3个月,5,电商竞争激烈|新品推广效果不确定|渠道费用可能增加|依赖平台政策变化,关注
55,【养老金二季度现身6只股前十大流通股东榜】8月3日，数据宝统计显示，养老金账户最新出现在6只个股前十大流通股东名单中，合计持股量0.44亿股，期末持股市值合计10.97亿元。二季度末养老金账户对泰和新...,2023-08-03 10:05:21,未知来源,2025-09-24 19:44:17,正面,2,养老金出现在公司前十大流通股东名单中，显示长线资金对公司价值的认可，可能带来稳定的机构持股,3,养老金入局可能带动其他机构投资者关注，提升公司治理水平和市场形象，有利于长期价值发现,0.8,1个月内,5,养老金可能调整持仓|机构持股集中度风险|市场波动可能影响持股稳定性,关注
54,【盐津铺子：2023年上半年净利润同比增长90.69%】盐津铺子披露半年报，2023年上半年公司实现营业收入18.94亿元，同比增长56.54%（调整后）；净利润2.46亿元，同比增长90.69%；基...,2023-08-02 20:09:02,未知来源,2025-09-24 19:44:17,强烈正面,5,公司2023年上半年净利润同比增长90.69%，营业收入增长56.54%，业绩表现优异，直接提升公司盈利能力和投资价值,3,优秀业绩表现可能提升公司在行业内的竞争地位，增强品牌影响力，吸引更多投资者关注,1.0,立即,8,高增长可能难以持续|行业竞争加剧|成本压力可能影响利润率,强烈关注
53,【63股获券商买入评级，保利发展目标涨幅达94.49%】7月10日，共有63只个股获券商买入评级，其中23只个股公布了目标价格。按最高目标价计算，保利发展、中国中免、嘉友国际目标涨幅排名居前，涨幅分别...,2023-07-11 09:13:50,未知来源,2025-09-24 19:44:17,中性偏正,1,新闻直接提及盐津铺子获得2家券商买入评级，显示机构对公司看好态度，可能带来增量资金流入,2,券商评级提升有助于提升市场关注度和投资者信心，可能带动更多机构关注和资金流入,0.7,立即,3,券商评级不代表实际业绩|目标价可能过于乐观|市场情绪变化可能影响效果,关注
52,盐津铺子：预计上半年净利润2.4亿元-2.5亿元，同比增长86.29%-94.05%。...,2023-07-07 19:48:02,未知来源,2025-09-24 19:43:09,强烈正面,5,上半年净利润预计增长86.29%-94.05%，远超市场预期，直接体现公司经营业绩大幅改善,3,优异业绩表现可能提升公司在休闲食品行业的竞争地位，吸引更多投资者关注整个板块,0.9,立即,8,高增长基数可能影响下半年增速|行业竞争加剧可能侵蚀利润,强烈关注
51,辉立证券给予盐津铺子买进的初始评级，目标价103.23元人民币。...,2023-07-04 11:40:29,未知来源,2025-09-24 19:43:09,正面,3,辉立证券给予买进评级和目标价103.23元，直接提升投资者信心，可能吸引资金流入,2,券商正面评级可能引发其他机构跟进关注，提升公司在资本市场的知名度,0.8,1个月内,5,目标价实现存在不确定性|市场整体走势可能影响个股表现,关注
50,【食品加工板块异动反弹 加加食品涨停】加加食品涨停，日辰股份涨超6%，盐津铺子、千味央厨、佳禾食品、西王食品等跟涨。...,2023-06-28 10:31:23,未知来源,2025-09-24 19:43:09,中性偏正,1,食品加工板块异动反弹中盐津铺子跟涨，反映板块资金关注度提升，但未涉及公司具体业务变化,2,板块整体表现良好可能带动投资者对食品加工行业的投资热情，有利于行业估值修复,0.6,立即,3,板块反弹可能缺乏持续性|行业竞争加剧影响个股表现,观望
49,食品饮料等消费股震荡拉升，惠泉啤酒触及涨停，千味央厨、桂发祥涨超5%，绝味食品、盐津铺子、青岛啤酒、乐惠国际、珠江啤酒等跟涨。...,2023-05-19 11:07:34,未知来源,2025-09-24 19:43:09,中性偏正,1,新闻提及盐津铺子作为消费股跟涨，显示市场资金流入消费板块，但未直接提及公司具体业务或政策利好,2,消费板块整体上涨可能提升投资者对休闲食品行业的关注度，有利于板块估值提升,0.7,立即,3,板块上涨缺乏基本面支撑|市场情绪波动可能带来回调风险,关注
48,【盐津铺子：目前没有供应航空餐】盐津铺子在互动平台表示，公司目前没有供应航空餐。...,2023-05-18 10:43:56,未知来源,2025-09-24 19:42:35,中性,0,该消息仅为公司对市场传闻的澄清声明，未提及任何政策变化或业务调整。公司明确表示目前没有供应航空餐业务，这意味着该消息对公司现有主营业务收入、成本及利润均无任何直接影响。,0,该澄清声明不影响公司上下游产业链。由于航空餐并非公司主营业务，此消息不会改变休闲食品行业的竞争格局，对行业整体也无任何影响。它仅澄清了一个具体的业务范围，避免了可能的误解。,1.0,立即,0,消息来源未知，可能存在信息不完整的风险|市场可能曾对公司业务多元化存在预期，澄清后或导致短期预期落空,观望
47,【盐津铺子：预计全年电商绝对占比在17%-20%左右，销售业绩将实现较大幅度增长】盐津铺子近日接受机构调研时表示，自2021年下半年开始，公司电商持续步入高质量增长通道，2022年电商同比增长超200...,2023-04-23 15:05:32,未知来源,2025-09-24 19:42:14,正面,3,新闻直接提及公司电商业务实现高速增长（2022年同比增长超200%，2023年一季度同比增幅180%以上），预计全年电商占比提升至17%-20%，并将带动销售业绩大幅增长。电商渠道毛利率通常较高，该增长可能直接提升公司收入和利润水平。,2,电商渠道的快速增长可能增强公司对上游原材料供应商的议价能力（因规模扩大），同时挤压传统渠道竞争对手的市场份额。对行业整体有示范效应，推动休闲食品行业线上化转型，但可能加剧线上渠道的竞争。,0.8,立即,6,电商增速依赖低基数效应，可持续性需观察|线上渠道竞争加剧可能侵蚀利润|原材料成本波动影响毛利率,关注
46,【盐津铺子：一季度净利润同比增长81.67%】盐津铺子公告，一季度净利润1.11亿元，同比增长81.67%。...,2023-04-20 16:48:43,未知来源,2025-09-24 19:41:56,强烈正面,5,公告直接提及公司一季度净利润1.11亿元，同比增长81.67%，显示公司主营业务盈利能力大幅提升，对收入和利润有直接正面影响,3,业绩高增长可能提升公司在休闲食品行业的竞争地位，增强对上下游的议价能力，同时可能带动行业整体估值水平,0.9,立即,8,业绩增长是否可持续|行业竞争可能加剧|原材料成本波动风险,强烈关注
45,食品等消费股开盘走低，巴比食品触及跌停，佳禾食品、科拓生物、麦趣尔、盐津铺子等纷纷下挫。...,2023-04-20 09:34:50,未知来源,2025-09-24 19:41:43,中性偏负,0,该新闻未提及任何具体政策，仅描述了市场开盘后食品消费板块的整体下跌现象。盐津铺子的股价下挫属于市场情绪驱动的板块普跌，并非由直接影响公司基本面的政策导致。,-2,作为板块普跌的一部分，这反映了市场对消费板块的短期悲观情绪。这种情绪可能源于对宏观经济、消费复苏乏力或行业竞争的担忧。若情绪持续，可能影响投资者信心和估值水平，但对公司上下游产业链和长期竞争格局无实质性改变。,0.6,立即,-2,消费板块整体情绪低迷|短期市场波动风险,观望
44,  【盐津铺子：一季度净利预增62.87%-95.44%】盐津铺子披露业绩预告，公司预计一季度归母净利润为1亿元-1.2亿元，同比增长62.87%-95.44%。公司同日发布年报，2022年营业收入2...,2023-04-14 22:46:32,未知来源,2025-09-24 19:40:24,强烈正面,5,一季度净利润预增62.87%-95.44%，2022年净利润同比增长100.01%，高额分红和转增股本，直接体现公司强劲的盈利能力和成长性。,3,优异的业绩表现可能提升公司在休闲食品行业的竞争地位和品牌影响力，为行业树立积极标杆。,0.95,立即,8,高增长能否持续|市场竞争加剧风险,强烈关注
43,【盐津铺子与极之致签订战略合作协议】4月12日，盐津铺子2023战略共识会暨极之致战略合作签约仪式召开。本次战略会议上，盐津铺子与上海极之致管理咨询有限公司签订了战略合作协议，极之致将在未来三年里为盐...,2023-04-14 13:02:39,未知来源,2025-09-24 19:40:24,正面,2,与管理咨询公司签订战略合作协议，将提升公司管理效率和战略执行力，长期来看有助于降低运营成本、提高盈利能力。,1,通过提升组织能力和管理效率，公司可能在竞争中获取优势，但对行业整体影响有限。,0.7,3-6个月,3,管理咨询效果存在不确定性|需要时间显现成效,关注
42,【食品饮料板块表现低迷 多股大跌超5%】食品饮料板块盘中表现低迷，甘源食品、汤臣倍健大跌超8%，千味央厨、嘉必优、盐津铺子、麦趣尔大跌超5%。...,2023-03-20 09:55:20,未知来源,2025-09-24 19:40:24,负面,-3,新闻直接报道公司股价大跌超5%，反映市场对食品饮料板块的负面情绪，直接影响投资者信心和股价表现。,-2,板块整体低迷可能反映行业面临共同挑战，如消费复苏不及预期、成本压力等，影响行业估值水平和竞争环境。,0.9,立即,-5,板块系统性风险|市场情绪波动,谨慎
41,【全国人大代表、盐津铺子董事长张学武：遏制职业打假人恶意索赔行为】张学武认为，这些问题有些并不严重，但职业打假人利用惩罚性赔偿为自身牟利或借机对商家进行敲诈勒索，无孔不入的职业打假导致一些中小企业不堪...,2023-03-05 17:10:46,未知来源,2025-09-24 19:40:24,中性偏正,1,新闻直接提及公司董事长，反映了管理层对行业痛点的关注。虽然不直接影响公司财务数据，但表明公司正在积极应对职业打假人带来的运营成本和法律风险。,2,若相关政策建议被采纳，将有利于整个休闲食品行业减少恶意索赔带来的运营成本和法律纠纷，改善行业营商环境，对竞争格局有积极影响。,0.4,6个月以上,3,政策建议落地不确定性高|职业打假问题短期内仍可能持续,观望
40,【盐津铺子业绩快报：2022年度净利同比增长99.86%】 盐津铺子公布业绩快报，2022年度净利3.3亿元，同比增长99.86%。...,2023-02-27 16:04:25,未知来源,2025-09-24 19:39:23,强烈正面,5,业绩快报确认净利润3.3亿元同比增长99.86%，验证前期预告，盈利能力大幅提升,3,实际业绩表现优异可能重塑行业竞争格局，提升公司在休闲食品领域的市场地位,0.98,立即,8,高基数效应可能影响未来增速|市场竞争加剧可能侵蚀利润率,强烈关注
39,食品饮料板块走高，味知香涨停，香飘飘涨超9%，仙乐健康、盐津铺子、百龙创园、甘源食品、李子园等跟涨。...,2023-02-02 10:37:23,未知来源,2025-09-24 19:39:23,中性偏正,1,板块普涨带动个股跟涨，但未提及公司特定利好，直接影响有限,2,食品饮料板块整体走强反映消费复苏预期，行业情绪面向好,0.6,立即,3,跟涨行情缺乏单独催化剂|板块轮动可能导致短期波动,观望
38,【食品加工制造板块异动拉升 盐津铺子涨停】食品加工制造板块异动拉升，盐津铺子涨停，甘源食品、千禾味业、劲仔食品、有友食品等纷纷冲高。...,2023-01-31 09:44:02,未知来源,2025-09-24 19:39:23,正面,2,板块异动带动个股涨停，短期流动性改善，但非公司基本面直接变化,3,板块集体上涨可能吸引更多资金关注休闲食品行业，改善板块估值,0.7,立即,5,涨停可能由情绪驱动而非基本面改善|短期涨幅过大可能存在回调风险,关注
37,【盐津铺子：预计2022年净利润同比增长96%-102%】盐津铺子公告，预计2022年归母净利润2.96亿元-3.04亿元，同比增长96.36%-101.67%。...,2023-01-18 16:01:18,未知来源,2025-09-24 19:39:23,强烈正面,5,净利润预告同比增长96%-102%，远超市场预期，直接提升公司盈利能力和投资价值,3,业绩超预期可能提升行业估值水平，增强投资者对休闲食品板块信心,0.95,立即,8,业绩预告与实际审计结果可能存在差异|高增长是否可持续存在不确定性,强烈关注
