date,content
2024-01-27 01:04:01,【拓渠道调品类 食品饮料上市公司年报频预喜】数据显示，截至1月26日，食品饮料类上市公司中已有18家公司披露业绩预告，超九成业绩预喜。具体来看，贵州茅台预计2023年实现净利润约735亿元，暂居行业榜首；汤臣倍健预计实现净利润15.93亿元（预估数据下限），紧跟其后。从预计净利润增幅（以下限统计，下同）来看，桂发祥、黑芝麻、佳禾食品、莲花健康预计2023年净利润同比增幅超过100%，分别为179.31%、129.20%、118.97%、159.92%。从细分板块来看，多家零食类上市公司预计业绩高增。其中，盐津铺子、甘源食品、劲仔食品、三只松鼠预计净利润分别同比增长65.84%、86.35%、60.90%、54.97%。（证券日报）
2024-02-27 18:12:37,【盐津铺子业绩快报：2023年度净利润同比增长67.57%】盐津铺子发布业绩快报，2023年度净利润5.05亿元，同比增长67.57%。
2024-03-02 21:08:22,【全国人大代表、盐津铺子董事长张学武：建议为民企出海提供外汇便利化和金融服务供给】全国人大代表、盐津铺子董事长张学武建议国家要鼓励民企出海，为民营企业提供外汇便利化和金融服务供给，完善跨境投融资便利化政策，开展跨国公司本外币一体化资金池业务，便利民营企业统筹境内外资金划转和使用；推动金融机构开发适合企业“走出去”的金融产品和服务，如设立海外投资基金，优化对外投资贷款审批流程，降低企业海外投融资成本。
2024-03-26 18:35:29,盐津铺子：2023年净利润5亿元，同比增长67.76%，拟10转4派15元。
2024-03-27 15:02:29,华创证券将盐津铺子评级上调至强力买进。
2024-03-28 17:51:37,【139股获机构买入型评级，青岛啤酒关注度最高】统计显示，有139只个股获机构买入型评级。其中，青岛啤酒关注度最高，共获8次机构买入型评级记录；中国人寿、劲仔食品、米奥会展、中信证券、盐津铺子分别获6次、6次、5次、5次、5次机构买入型评级。（证券时报）
2024-03-30 08:02:29,【业绩亮眼 机构掘金休闲食品赛道】 受年报披露窗口期因素影响，本周机构调研热度继续维持低位。Choice数据显示，截至3月29日18时，周内仅有100余家A股公司接待机构并披露调研记录。其中，有超过六成公司已披露年报，业绩表现为本周机构调研主线。从行业主题来看，近期发布亮眼业绩的休闲食品赛道关注度颇高。3月26日，工银瑞信、嘉实基金、易方达基金等众多机构在内的445位投资者参加了盐津铺子的在线会议。3月28日，286家机构、合计超300名人员调研了劲仔食品。3月26日，三只松鼠收获近百家机构调研。
2024-03-30 09:50:06,【盐津铺子：目前公司代工收入占总营收比例较小】盐津铺子在互动平台表示，除了比比赞等休闲零食公司外，公司还为名创优品、蜜雪冰城、绝味食品等公司进行部分产品OEM，目前公司代工收入占总营收比例较小。
2024-03-31 07:56:48,【知名基金隐形重仓股曝光，国产啤酒龙头在列】本周，机构关注度最高的个股是青岛啤酒，达32家；其次是盐津铺子，有26家机构关注。另外，招商银行、中信证券、中材国际均有20家以上机构关注。3月29日，汇添富基金披露了旗下知名基金经理胡昕炜管理的基金2023年年报。胡昕炜管理规模最大的汇添富消费行业混合共持有69只股票，其隐形重仓股（即第11至第20名重仓股）青岛啤酒、美的集团、药明康德均在其中。
2024-04-05 12:32:10,【浙商证券：2024年大众品仍将保持渐进式回暖】浙商证券研报指出，2024年大众品仍将保持渐进式回暖，当前板块估值具备性价比，总结2024年大众品三大投资主线：1）寻找景气持续且年季报超预期的标的；2）业绩确定性高，同时业绩和估值匹配度高的龙头白马公司；3）基本面稳健，同时存在潜在催化的标的；推荐：仙乐健康、三只松鼠、盐津铺子、东鹏饮料、千禾味业、中炬高新、伊利股份、洽洽食品、劲仔食品，关注：燕京啤酒、华润啤酒、青岛啤酒、新乳业、百润股份、欢乐家。
2024-04-10 19:43:15,【盐津铺子回应毛利率下滑：渠道结构变化等因素所致】 4月10日，盐津铺子发布投资者关系活动记录表。在与投资者交流过程中，盐津铺子解释了公司在2020年以来销售毛利率持续下滑的原因：首先是渠道结构变化，直营KA商超渠道等高毛利渠道的收入占比降低，经销及新兴渠道等相对低毛利渠道收入占比越来越大，因此综合毛利下降。其次是物流费用归集口径原因，自2021年起，物流费用按照新会计准则要求归集在营业成本中，2021年至2023年的物流费用占营业收入比在4%以上，因此与2020年相比，毛利率有比较明显下降。第三是原材料价格波动影响。最后是公司坚持极致性价比原则。
2024-04-23 17:53:18,【盐津铺子：第一季度归母净利润1.6亿元，同比增长43.10%】盐津铺子发布2024年一季度报告，第一季度归母净利润1.6亿元，同比增长43.10%。
2024-04-26 15:31:48,"【盐津铺子：公司产品目前已覆盖美宜佳等多个连锁CVS系统】 盐津铺子4月26日在互动平台表示，公司产品目前已覆盖美宜佳等多个连锁CVS系统。公司在保持原有KA、AB类超市优势外,重点发展电商、零食量贩店、CVS、校园店等,与当下热门零食量贩品牌零食很忙、赵一鸣、零食有鸣等深度合作，在抖音平台与主播种草引流，全渠道进行发展。"
2024-05-05 12:12:08,【盐津铺子：虎皮香辣味的蛋皇为新口味，3月份正式开始生产】 盐津铺子在互动平台表示，蛋皇作为公司多品牌战略布局中全力孵化的第二个品类品牌，专注于鹌鹑蛋零食细分赛道。公司虎皮香辣味的蛋皇为新口味，3月份正式开始生产，其他渠道的相关工作正在稳步推进中。
2024-05-15 20:04:52,【盐津铺子：张学文先生拟减持股份不超过1.5%】盐津铺子公告，张学文先生拟减持股份不超过1.5%。
2024-05-31 16:28:39,【浙江儿童食品专项抽检合格率100%】近日，浙江省市场监督管理局组织开展“六一”儿童节专项食品抽检，样品从全省11个设区市中小学校园周边以及商超儿童食品专区抽取，经检验，所有359批次样品均符合食品安全标准，儿童食品专项抽检合格率为100%。本次专项抽检产品包括康师傅、小浣熊、华味亨、娃哈哈、农夫山泉、盐津铺子、双汇、伊利、蒙牛等各类热销儿童品牌的方便食品、薯类和膨化食品、豆制品、肉制品、饮料、水果制品、冷冻饮品等7大类食品，重点对品质指标、食品添加剂以及致病菌等安全性指标进行了检验。
2024-07-06 19:54:38,【盐津铺子捐赠2000件物资驰援华容县】 据盐津铺子消息，6日上午，盐津铺子紧急调度2000件面包蛋糕等方便食品驰援岳阳华容县抗洪。
2024-07-10 20:36:23,【盐津铺子：预计上半年净利同比增长26.18%-34.32%】盐津铺子公告，预计上半年净利3.1亿元–3.3亿元，同比增长26.18%-34.32%。公司多个渠道、多个品类实现快速发展，持续聚焦七大核心品类：辣卤零食、深海零食、休闲烘焙、薯类零食、蒟蒻果冻布丁、蛋类零食以及果干坚果，全力打磨供应链，精进升级产品力。产品全规格发展：除优势散装外，全力发展定量装、小商品以及量贩装产品，满足消费者各种场景的零食需求。全渠道覆盖。
2024-07-10 20:40:30,【盐津铺子：拟以5000万元-7000万元回购公司股份】盐津铺子公告，拟以5000万元-7000万元回购公司股份，回购价格不超过68元/股，本次回购的股份将全部予以注销以减少注册资本。
2024-07-10 22:05:05,【10余家上市公司盘后披露回购或增持计划公告 通化东宝拟最高2亿元回购并注销】截至发稿，据不完全统计，盘后包括通化东宝、东芯股份、帝欧家居、秦安股份、盐津铺子、交建股份、安凯微、道森股份、丰光精密、万德股份、埃斯顿、华夏幸福、渤海化学在内的13家A股上市公司披露回购或增持计划公告。具体来看，10家上市公司披露回购计划公告。其中，通化东宝拟回购股份金额不低于1.8亿元且不超过2亿元，回购后的股份将注销减少公司的注册资本，同时公司控股股东及其控制企业和董事长拟合计增持8000万元-1.2亿元。除通化东宝外，还有3家上市公司披露增持计划公告。其中，埃斯顿实控人及部分董事、高管拟增持3600万元-6000万元。
2024-07-10 22:05:26,【10余家上市公司盘后披露回购或增持计划公告 通化东宝拟最高2亿元回购并注销】截至发稿，据不完全统计，盘后包括通化东宝、东芯股份、帝欧家居、秦安股份、盐津铺子、交建股份、安凯微、道森股份、丰光精密、万德股份、埃斯顿、华夏幸福、渤海化学在内的13家A股上市公司披露回购或增持计划公告。具体来看，10家上市公司披露回购计划公告。其中，通化东宝拟回购股份金额不低于1.8亿元且不超过2亿元，回购后的股份将注销减少公司的注册资本，同时公司控股股东及其控制企业和董事长拟合计增持8000万元-1.2亿元。除通化东宝外，还有3家上市公司披露增持计划公告。其中，埃斯顿实控人及部分董事、高管拟增持3600万元-6000万元。
2024-07-15 12:40:42,【盐津铺子：二季度收入有望实现环比增长】 盐津铺子近日在电话会议上表示，公司2024年第二季度有两个亮点：一是收入有望实现环比增长：Q1因年货旺季的影响，收入同比增长37%。根据零食行业的销售特性，二季度是传统的销售淡季，若叠加年货旺季销售呈现在Q1，Q2环比降速是必然的业绩呈现。今年公司Q2收入在品类、渠道的共同提振下，实现了高基数上的高成长。二是Q2的毛利率相较于Q1有望提升，主要原因为：“蛋皇”鹌鹑蛋、“大魔王”素毛肚等高毛利产品的快速增长带来的产品结构的变化；公司“向上游多走一步”的经营方针降低部分原材料成本。
2024-08-08 18:14:37,【盐津铺子：上半年净利润增30% 拟10派6元】盐津铺子公告，2024年上半年公司实现营业收入24.59亿元，同比增长29.84%；归属于上市公司股东的净利润3.19亿元，同比增长30%。向全体股东每10股派发现金红利6元，不送红股，不以公积金转增股本。
2024-08-12 07:29:18,【A股股票回购一览：昨日7家公司披露回购进展】  Wind数据显示，昨日共7家公司发布股票回购相关公告。其中，3家公司披露股票回购实施进展，4家公司回购方案已实施完毕。从回购实施进展来看，永泰能源、盐津铺子、密尔克卫回购金额最高，分别回购1.97亿元、1997.79万元、501.74万元。从已完成回购来看，当日共2家公司回购金额超千万。*ST龙宇、中微半导、万马股份已完成回购金额最高，分别回购5009.4万元、3044.73万元、329.64万元。
2024-08-12 08:46:29,【73股获券商买入评级，凯因科技目标涨幅达96.38%】Wind数据显示，8月9日，共有73只个股获券商买入评级，其中20只个股公布了目标价格。按最高目标价计算，凯因科技、蓝晓科技、贵州茅台目标涨幅排名居前，涨幅分别达96.38%、89.53%、80.96%。从评级调整方向来看，67只个股评级维持不变，6只个股为首次评级。此外，有13只个股获多家券商关注，贵州茅台、盐津铺子、中炬高新获评级数量居前，分别有12家、8家、6家券商给予评级。从获买入评级个股所属Wind行业来看，食品、饮料与烟草、资本货物、材料Ⅱ买入评级个股数量最多，分别有26只、7只、6只。
2024-08-12 08:54:23,【73股获券商买入评级，凯因科技目标涨幅达96.38%】Wind数据显示，8月9日，共有73只个股获券商买入评级，其中20只个股公布了目标价格。按最高目标价计算，凯因科技、蓝晓科技、贵州茅台目标涨幅排名居前，涨幅分别达96.38%、89.53%、80.96%。从评级调整方向来看，67只个股评级维持不变，6只个股为首次评级。此外，有13只个股获多家券商关注，贵州茅台、盐津铺子、中炬高新获评级数量居前，分别有12家、8家、6家券商给予评级。从获买入评级个股所属Wind行业来看，食品、饮料与烟草、资本货物、材料Ⅱ买入评级个股数量最多，分别有26只、7只、6只。
2024-08-13 08:55:12,【东海证券：关注食品饮料五条投资主线】东海证券研报指出，建议关注食品饮料五条投资主线：1）白酒：白酒行业竞争加剧，不同价格带动销分化延续，头部酒企份额不断提升且业绩确定性比较强，在行业仍面临较大压力的背景下，关注高端酒和区域龙头，如五粮液、山西汾酒等。2）啤酒：成本红利释放，高端化趋势不改，关注青岛啤酒等；3）零食：零食企业业绩延续增长，关注产品和渠道拓展，关注盐津铺子等；4）乳制品：消费者健康意识提升，低温鲜奶空间较大，关注新乳业等；5）卤制品：注重单店提振，稳步拓店，关注绝味食品等。
2024-08-19 14:17:19,【华龙证券：关注软饮料、零食板块的投资机会】华龙证券研报指出，建议关注软饮料、零食板块的投资机会。1）软饮料：暑期消费旺季，瓶装水、功能型饮料、无糖茶、椰子水等软饮料需求旺盛，具备较高景气度，表现出较好增长趋势，关注东鹏饮料等。2）零食：零食板块渠道红利延续，量贩零食渠道和抖音等电商渠道呈现较快增长，暑期、中秋和国庆等出行场景火爆预计拉动终端需求，关注劲仔食品、盐津铺子等。
2024-08-19 14:17:22,【华龙证券：关注软饮料、零食板块的投资机会】华龙证券研报指出，建议关注软饮料、零食板块的投资机会。1）软饮料：暑期消费旺季，瓶装水、功能型饮料、无糖茶、椰子水等软饮料需求旺盛，具备较高景气度，表现出较好增长趋势，关注东鹏饮料等。2）零食：零食板块渠道红利延续，量贩零食渠道和抖音等电商渠道呈现较快增长，暑期、中秋和国庆等出行场景火爆预计拉动终端需求，关注劲仔食品、盐津铺子等。
2024-08-23 16:45:35,【盐津铺子等在湖南成立新公司】企查查APP显示，近日，湖南津诚食品有限公司成立，法定代表人为陈胜鹏，注册资本6900万元，经营范围包含：初级农产品收购；粮食收购；粮油仓储服务等。企查查股权穿透显示，该公司由盐津铺子、湖南省鹏无畏企业管理有限公司共同持股。
2024-08-27 10:43:26,【盐津铺子：目前自有鹌鹑养殖基地鹌鹑蛋成本价为10元左右/公斤】 盐津铺子8月26日在业绩说明会上表示，公司于2023年打造数字化、绿色鹌鹑养殖基地，目前已获得无抗生素、可生食认证。目前自有鹌鹑养殖基地鹌鹑蛋成本价为10元左右/公斤，相较于市场价有明显优势。
2024-09-02 14:22:58,【盐津铺子增资至2.7亿】天眼查App显示，近日，盐津铺子（002847）发生工商变更，注册资本由约1.96亿人民币增至约2.74亿人民币。盐津铺子食品股份有限公司成立于2005年8月，法定代表人为张学武，由湖南盐津铺子控股有限公司、张学文、张学武、香港中央结算有限公司等共同持股。
2024-09-10 21:49:42,高盛公司将四川天味食品集团股份有限公司评级下调至卖出；将安徽古井贡酒股份有限公司评级下调至中性；将重庆市涪陵榨菜集团股份有限公司评级上调至中性；将盐津铺子食品股份有限公司评级上调至买进。
2024-09-10 21:49:54,高盛公司将四川天味食品集团股份有限公司评级下调至卖出；将安徽古井贡酒股份有限公司评级下调至中性；将重庆市涪陵榨菜集团股份有限公司评级上调至中性；将盐津铺子食品股份有限公司评级上调至买进。
2024-09-14 15:28:55,【新技术、新产品、新渠道激发新动能 七家消费行业上市公司举办业绩说明会 】海信家电、洽洽食品、TCL智家、盐津铺子、三只松鼠、路斯股份、雷神科技7家公司亮相9月13日深圳证券交易所举办的消费行业上市公司2024年度集中路演活动，上市公司高管分别就公司上半年经营情况、业务布局与规划、行业发展现状与趋势等与投资者进行了交流。
2024-10-28 16:25:26,【盐津铺子：前三季度净利润增长24.55%】 盐津铺子公告，2024年前三季度，公司实现营业收入38.61亿元，同比增长28.49%，归属于上市公司股东的净利润为4.93亿元，同比增长24.55%。公司多个渠道和品类实现快速发展，持续聚焦七大核心品类，并在全渠道覆盖和产品规格发展上取得进展，助推营收和利润的增长。
2024-11-03 08:12:50,【多只大消费股获机构关注 14股获机构上调评级】多只大消费股获机构关注。据统计，本周（10月28日至11月1日），59家机构合计进行4100余次评级，共计1283股被券商研报给予“买入型”评级（包括买入、增持、强烈推荐、推荐）。机构关注度最高的是华利集团，共22家机构评级；盐津铺子有21家机构评级，居次席。另外，安井食品、山西汾酒、青岛啤酒、东鹏饮料、五粮液等大消费股均在榜。上述多只个股三季报业绩较为亮眼。本周有14股获券商机构上调评级，包括水晶光电、晶澳科技等。本周获2家及以上机构评级的个股中，13股最新收盘价较机构一致预测目标价上涨空间超50%，其中药明康德、国能日新涨幅空间超60%。
2024-11-04 13:21:52,【食品股午后震荡走高 惠发食品触及涨停】 食品股午后震荡走高，惠发食品触及涨停，绝味食品、三只松鼠、海欣食品、盐津铺子等纷纷冲高。
2024-11-10 10:06:55,【国金证券：关注休闲食品、软饮料领域的投资机会】国金证券研报指出，1）休闲食品：零食即将进入备货旺季，但近期股价呈现分化走势，当下市场更关注企业收入端增长的确定性，具备多渠道、多产品的公司拥有更强的兑现能力。另外，在行业竞争加剧背景下，市场对于企业净利率变动更加敏感，建议关注具备强供应链能力、内部降本增效空间较大的个股。年内视角，考虑到四季度具备春节旺季催化，推荐礼盒需求逐步改善的洽洽食品、中长期仍旧看好渠道和品类快速扩张的盐津铺子、劲仔食品。2）软饮料：行业步入淡季，市场竞争逐步趋缓，同时终端价盘得到修复，为来年开门红蓄力。短期来看各项催化因素趋弱，市场更多关注个股边际改善，如新品上市、市占率修复等催化。中长期来看，建议持续关注传统品类强者恒强、及新品类扩容红利。传统品类方面，龙头有望凭借规模化优势，持续提升价格竞争力、强化市占率。新品类方面，如无糖茶、电解质水仍有渗透率提升空间，具备渠道、品牌优势的企业有望受益。
2025-01-16 14:40:21,A股食品板块短线拉升，来伊份回封涨停，好想你、立高食品、黑芝麻、桃李面包、盐津铺子等跟涨。
2025-01-22 21:59:44,【盐津铺子：4名股东拟合计减持不超0.37%公司股份】 盐津铺子公告，公司董事、副总经理兰波、杨林广、副总经理黄敏胜、副总经理张磊合计持有公司股份399.11万股，占公司总股本的1.46%。上述4名股东计划在2025年2月21日至2025年5月20日期间，以大宗交易和/或集中竞价交易方式合计减持股份累计不超过99.78万股，即不超过公司总股本比例0.37%。
2025-01-22 22:23:10,【1月22日增减持汇总】据统计，1月22日，盘后包括兴发集团、凌钢股份在内的2家A股上市公司披露增持情况。包括塞力医疗、信科移动、川金诺、盐津铺子、威马农机在内的5家A股上市公司披露减持情况。
2025-02-24 19:53:46,【盐津铺子：拟在泰国设立全资子公司并投资建设生产基地】 盐津铺子公告，公司拟在泰国设立全资子公司并投资建设生产基地，投资金额约为2.2亿元或3000万美金。公司计划以自有资金约106.38万元出资设立全资子公司盐津食品（泰国）有限公司作为项目实施主体，打造以魔芋、薯片等为核心产品的智能化生产基地，推动海外业务拓展。
2025-03-02 08:20:46,【本周60股获机构重点关注 “AI+金融”同花顺最受青睐】据统计，本周（2月24日至2月28日），59家机构合计进行389次评级，共计259股被券商研报给予“买入型”评级（包括买入、增持、强烈推荐、推荐）。机构关注度最高的是同花顺，有18家机构评级；紧随其后的是极米科技，有10家机构评级。另外，太阳纸业、天士力、苏泊尔、洽洽食品、盐津铺子、涪陵榨菜等大消费方向均有3家及以上机构重点关注。合计来看，共60股获2家及以上机构重点关注。开源证券表示，同花顺问财2.0重磅升级，“AI+金融”前景广阔，同时考虑到市场回暖带动2024年业绩超预期，上调2025年至2026盈利预测并新增2027年盈利预测，维持“买入”评级。同时，据统计，本周有6股获机构上调评级，包括存储芯片龙头德明利。
2025-03-03 14:52:17,【食品股午后震荡走低 庄园牧场、佳禾食品跌停】 食品股午后震荡走低，庄园牧场、佳禾食品跌停，品渥食品、好想你、盐津铺子、绝味食品等跌幅居前。
2025-04-02 19:33:05,【盐津铺子：张学文解除质押267.4万股并继续质押260万股】 盐津铺子公告，股东张学文先生所持有本公司的部分股份办理了解除质押并继续质押部分股份。具体事项如下：1、股东股份本次解除质押的情况为张学文解除质押267.4万股，占其所持股份比例6.37%，占公司总股本比例0.98%。2、股东股份本次质押的情况为张学文继续质押260万股，占其所持股份比例6.20%，占公司总股本比例0.95%。质押开始日为2025年3月31日，至办理解除质押登记手续为止，质押权人为国泰君安证券股份有限公司，质押用途为个人资金需求。
2025-04-22 18:51:57,【盐津铺子：2025年一季度净利润1.78亿元，同比增长11.64%】盐津铺子公告，2025年第一季度营业收入15.37亿元，同比增长25.69%。净利润1.78亿元，同比增长11.64%。
2025-04-22 19:01:15,【盐津铺子：一季度归母净利润1.78亿元，同比增加11.64%】 盐津铺子公告，2025年第一季度实现营业收入15.37亿元，同比增长25.69%；归属于上市公司股东的净利润1.78亿元，同比增长11.64%；基本每股收益0.66元。
2025-05-25 07:56:14,【机构本周首次青睐50只个股】Wind数据显示，机构本周首次关注50只个股，7股被给予目标价。-智微智能获国信证券看好，被给予目标价59.9至65.89元，该股最新收盘价为47.55元；-金帝股份获国信证券给予“优大于市”评级，被给予目标价33.09至36.77元；-柏楚电子、纳芯微、盐津铺子、汇川技术、马应龙等个股在列。
2025-05-25 07:56:20,【机构本周首次青睐50只个股】Wind数据显示，机构本周首次关注50只个股，7股被给予目标价。-智微智能获国信证券看好，被给予目标价59.9至65.89元，该股最新收盘价为47.55元；-金帝股份获国信证券给予“优大于市”评级，被给予目标价33.09至36.77元；-柏楚电子、纳芯微、盐津铺子、汇川技术、马应龙等个股在列。
2025-07-14 20:12:20,"【盐津铺子：股东拟合计减持不超过2.04%公司股份】盐津铺子(002847.SZ)公告称，公司持股5%以上股东张学文计划减持不超过5,455,572股，占公司总股本的2.00%；副总经理李汉明和财务总监杨峰分别计划减持不超过70,875股和26,250股，合计占公司总股本的0.04%。"
2025-07-14 22:13:10,【7月14日增减持汇总】据统计，7月14日，盘后华侨城A披露增持情况。包括实丰文化、英诺激光、捷安高科、安恒信息、盐津铺子、悦安新材、乐山电力、宣泰医药、中润光学、摩恩电气、宏和科技在内的11家A股上市公司披露减持情况。
2025-08-20 18:47:37,【盐津铺子：上半年净利润3.73亿元 同比增长16.7%】盐津铺子8月20日晚间披露2025年半年报，公司上半年实现营业收入29.41亿元，同比增长19.58%；归母净利润3.73亿元，同比增长16.70%；基本每股收益1.39元。报告期内，公司聚焦核心品类，魔芋品类已实现全渠道、全球布局。
2025-08-22 09:15:27,【盐津铺子：预计3—5年内魔芋品类仍会有较高增速的发展】盐津铺子(002847)在电话会议中表示，魔芋品类因其“超级大单品”特性，符合消费者当下及未来对健康零食需求，目前处于高速扩张期，预计3—5年内仍会有较高增速的发展。目前尽管魔芋原材料价格仍处于高位震荡，公司依托控股股东的上游布局，具备一定的成本优势。2025年至2027年，公司将持续深化“大魔王”麻酱味素毛肚的核心单品战略。此外，公司表示，公司下半年将进入销售旺季，计划加大市场费用投入，重点投放在形象堆头、端架等终端促销资源上，以提升品牌曝光和动销率。
