datetime,content,title,stock_code,stock_name,industry,matched_keyword,fetch_date,analysis_time,news_index,sentiment,direct_impact_score,direct_impact_desc,indirect_impact_score,indirect_impact_desc,certainty,time_to_effect,overall_score,risk_factors,action_suggestion
2022-01-07 10:51:09,【广电运通：参与了冬奥会多个馆外场景下数字人民币智慧柜员机应用项目】广电运通1月7日在互动平台表示，公司参与了机场、海关等冬奥会多个馆外场景下的数字人民币智慧柜员机应用项目等，如中标交通银行总行计划在冬奥会场景下推广的数字人民币领域首次硬件机具招标项目、与中国建设银行共同打造的数字人民币智慧柜员机在北京大型机场试点上线，为科技冬奥打造便捷支付环境。,,601939,建设银行,商业银行,建设银行,2022-01-07,2025-10-13 00:22:33,8,中性,0,新闻提及建设银行参与数字人民币项目，但未明确具体业务影响,2,数字人民币推广对银行业务有长期积极影响，但短期影响有限,0.6,3个月内,1.2,数字人民币推广进度可能低于预期,关注数字人民币政策进展及银行相关业务布局
2022-01-07 10:38:21,港股生物医药板块普跌，歌礼制药跌超9%，腾盛博药跌超7%，贝康医疗跌近4%，药明巨诺跌超3%，泰格医药跌近3%，药明康德、药明生物跟跌。,,603259,药明康德,医药研发服务,药明康德,2022-01-07,2025-10-13 00:22:33,9,中性,0,新闻仅描述港股生物医药板块普跌，未提及药明康德具体业务变化,-2,生物医药板块整体下跌，可能反映行业短期调整压力,0.7,立即,-1.4,行业政策变化可能带来不确定性,关注行业政策变化及公司业绩表现
2022-01-07 10:17:23,【中信证券：预计一季度基建投资将实现7%增长】中信证券指出，2021年公共财政收入可能超收7000亿，2021年11月、12月新发专项债规模和剩余额度合计约7000亿元，判断总体上结转到2022年的财政资金约1.4万亿。专项债额度已提前下达1.46万亿，不排除还将有第二批的提前批下达，结合2021年11-12月专项债投入金额，预计约有接近万亿规模的专项债资金将在一季度形成支出。预计一季度基建投资将实现7%左右的高个位数的增长，全年基建增速也将有6.5%左右的亮眼表现，显著高于去年同期和全年增长（剔除基数）。,,600030,中信证券,证券业,中信证券,2022-01-07,2025-10-13 00:22:33,10,中性,0,新闻仅描述中信证券对基建投资的预测，未提及公司自身业务变化,2,基建投资增长可能带动相关融资需求，利好券商业务,0.8,1个月内,1.6,基建投资实际增速可能低于预期,关注基建投资进展及券商相关业务表现
2022-01-07 10:11:24,港股特斯拉概念股走高，敏实集团涨近8%，福耀玻璃涨超3%，比亚迪电子涨近3%，亿和控股跟涨。,,002594,比亚迪,新能源汽车,比亚迪,2022-01-07,2025-10-13 00:23:06,1,中性,0,新闻未直接提及比亚迪，仅提及比亚迪电子，与比亚迪核心业务关联度低,2,特斯拉概念股整体走强，反映市场对新能源汽车行业乐观情绪，可能带动相关产业链公司估值提升,0.8,立即,1.6,市场情绪波动可能导致股价短期波动,关注行业整体趋势，但需区分比亚迪电子与比亚迪核心业务的差异
2022-01-07 10:06:16,港股有色金属板块走弱，紫金矿业跌5%，中铝国际跌近4%，洛阳钼业跌3.4%，赣锋锂业跌超2%。,,601899,紫金矿业,有色金属,紫金矿业,2022-01-07,2025-10-13 00:23:06,2,负面,-2,新闻直接提及紫金矿业股价下跌5%，反映市场对有色金属板块的担忧,-1,有色金属板块整体走弱，可能反映市场对大宗商品价格走势的担忧,0.7,立即,-2.1,大宗商品价格波动风险，行业整体估值压力,关注大宗商品价格走势，考虑逢低布局或暂时观望
2022-01-07 09:56:57,港股电力股走低，华能国际电力股份跌超4%，中广核电力跌超3%，中广核新能源跌超2%，大唐发电跌近2%。,,600011,华能国际,火力发电,华能国际,2022-01-07,2025-10-13 00:23:06,3,负面,-2,电力板块整体走弱，可能反映市场对电力价格政策或燃料成本的担忧,-1,,0.7,立即,-2.1,燃料成本上升风险，电力价格政策不确定性,关注燃料价格走势和政策变化，谨慎对待
2022-01-07 09:54:09,港股石油股普涨，中国石油股份涨3.15%，中海油田服务、昆仑能源涨近3%。,,601857,中国石油,石油天然气,中国石油,2022-01-07,2025-10-13 00:23:06,4,正面,2,新闻直接提及中国石油股份上涨3.15%，反映市场对石油板块的乐观情绪,1,石油板块整体普涨，可能反映市场对油价走势的乐观预期,0.7,立即,2.1,油价波动风险，地缘政治因素影响,关注油价走势，可适当关注石油板块投资机会
2022-01-07 09:46:20,白酒概念走弱，大湖股份、舍得酒业、酒鬼酒、金徽酒跌超2%，贵州茅台、老白干酒跌逾1%。,,600519,贵州茅台,白酒行业,贵州茅台,2022-01-07,2025-10-13 00:23:06,5,负面,-1,新闻直接提及贵州茅台股价跌逾1%，反映市场对白酒板块的担忧,-1,白酒概念整体走弱，可能反映市场对消费复苏或行业竞争格局的担忧,0.7,立即,-1.4,消费复苏不及预期，行业竞争加剧,关注消费数据变化，长期投资者可考虑逢低布局
2022-01-07 09:21:19,港股恒指高开涨1.07％，国企指数涨0.74％。科指开涨1.36%；阿里巴巴、哔哩哔哩涨约5%，美团涨约3%，腾讯控股涨约2%。,,00700,腾讯控股,互联网科技,腾讯控股,2022-01-07,2025-10-13 00:23:06,6,正面,2,新闻直接提及腾讯控股涨约2%，反映市场对互联网科技板块的乐观情绪,1,恒指高开，科指涨幅更大，反映市场对科技板块整体乐观,0.8,立即,2.4,监管政策不确定性，市场竞争加剧,关注科技板块整体趋势，可适当关注龙头公司
2022-01-07 09:21:19,港股恒指高开涨1.07％，国企指数涨0.74％。科指开涨1.36%；阿里巴巴、哔哩哔哩涨约5%，美团涨约3%，腾讯控股涨约2%。,,09988,阿里巴巴,电子商务,阿里巴巴,2022-01-07,2025-10-13 00:23:06,7,正面,3,新闻直接提及阿里巴巴涨约5%，反映市场对阿里巴巴的乐观情绪,1,恒指高开，科指涨幅更大，反映市场对科技板块整体乐观,0.8,立即,3.2,监管政策不确定性，市场竞争加剧,关注阿里巴巴业务发展，可适当关注其投资机会
2022-01-07 09:20:53,港股开盘，恒指高开1.07%，科指开涨1.36%；阿里巴巴、哔哩哔哩涨约5%，美团涨约3%，腾讯控股涨约2%。,,00700,腾讯控股,互联网科技,腾讯控股,2022-01-07,2025-10-13 00:23:06,8,正面,2,新闻直接提及腾讯控股涨约2%，反映市场对腾讯控股的乐观情绪,1,恒指高开，科指涨幅更大，反映市场对科技板块整体乐观,0.8,立即,2.4,监管政策不确定性，市场竞争加剧,关注腾讯控股业务发展，可适当关注其投资机会
2022-01-07 09:20:53,港股开盘，恒指高开1.07%，科指开涨1.36%；阿里巴巴、哔哩哔哩涨约5%，美团涨约3%，腾讯控股涨约2%。,,09988,阿里巴巴,电子商务,阿里巴巴,2022-01-07,2025-10-13 00:23:06,9,正面,3,新闻直接提及阿里巴巴涨约5%，反映市场对阿里巴巴的乐观情绪,1,恒指高开，科指涨幅更大，反映市场对科技板块整体乐观,0.8,立即,3.2,监管政策不确定性，市场竞争加剧,关注阿里巴巴业务发展，可适当关注其投资机会
2022-01-10 17:47:26,【三峡电站2021年发电量再破千亿千瓦时大关】据长江电力消息，截至2021年12月31日24时，三峡电站2021年累计发电1036.49亿千瓦时，继2018年、2020年后，年发电量第三次突破千亿千瓦时大关。,,600900,长江电力,水力发电,长江电力,2022-01-10,2025-10-13 00:23:06,10,正面,3,新闻直接提及三峡电站发电量突破千亿千瓦时，对长江电力核心业务有积极影响,1,水力发电行业整体受益于清洁能源政策支持,0.9,1个月内,3.6,来水情况不确定性，电价政策变化,关注长江电力业绩表现，长期投资者可继续持有
2022-01-10 16:02:22,【化妆品制造商上美据悉计划在香港IPO】中国化妆品制造商上美据悉计划在香港IPO，上美据悉与中金、中信证券和摩根大通就IPO计划展开合作。,,600030,中信证券,证券业,中信证券,2022-01-10,2025-10-13 00:26:17,1,中性,3,中信证券作为承销商参与上美集团IPO，将获得承销收入，但具体金额未披露,1,化妆品行业IPO活跃，显示行业融资需求旺盛，可能带动更多IPO项目,0.8,1个月内,3.2,IPO项目审批风险、市场波动风险,关注IPO项目进展，评估对公司投行业务的积极影响
2022-01-10 15:57:57,【茅台虎年生肖酒未出货价格就暴涨1倍多，预售要货先交全款】在2021年年末发布高端产品珍品茅台后，1月5日，贵州茅台又一口气发布了5款虎年生肖酒。目前虽然很多经销商还没有拿到“虎茅”，但其市场预售价已经遭到经销商的爆炒。其中，53度500ml茅台虎年生肖酒的市场指导价为2499元/瓶，而经销商的市场预售价已经达到5200元-5800元/瓶。有经销商表示，由于最近要货的人很多，可先交5200元/瓶的全款才能确保到时能拿到货。“我在1月10日才能拿到货，但现在已经预售了40件，只有6件了。”（红星新闻）,,600519,贵州茅台,白酒行业,贵州茅台,2022-01-10,2025-10-13 00:26:17,2,积极,5,茅台生肖酒市场预售价暴涨，显示产品稀缺性和市场需求强劲，将提升品牌价值和利润率,2,高端白酒市场持续景气，行业整体受益于消费升级趋势,0.9,立即,6.3,价格炒作可能引发监管关注,继续持有，关注生肖酒实际销售情况和市场反馈
2022-01-10 15:53:57,  中通客车：公司与中国重汽济南动力有限公司、潍柴雷沃重工股份有限公司、山推投资有限公司共同增资潍柴动力全资子公司潍柴智能科技有限公司，公司出资1266.8万元，持股比例5%。,,000338,潍柴动力,发动机制造,潍柴动力,2022-01-10,2025-10-13 00:26:17,3,中性,2,中通客车等公司增资潍柴智能科技，表明潍柴动力在智能科技领域获得认可，但具体收益有限,1,智能科技在工程机械领域应用扩大，行业智能化趋势明显,0.7,3个月内,2.1,智能科技业务发展不及预期,关注智能科技业务进展，评估长期战略价值
2022-01-10 15:53:57,  中通客车：公司与中国重汽济南动力有限公司、潍柴雷沃重工股份有限公司、山推投资有限公司共同增资潍柴动力全资子公司潍柴智能科技有限公司，公司出资1266.8万元，持股比例5%。,,000338,潍柴动力,发动机制造,潍柴动力,2022-01-10,2025-10-13 00:26:17,4,中性,2,中通客车等公司增资潍柴智能科技，表明潍柴动力在智能科技领域获得认可，但具体收益有限,1,智能科技在工程机械领域应用扩大，行业智能化趋势明显,0.7,3个月内,2.1,智能科技业务发展不及预期,关注智能科技业务进展，评估长期战略价值
2022-01-10 15:41:24,港股阿里巴巴概念股走高，阿里健康涨近11%，阿里影业涨超5%，高鑫零售涨近5%，宝尊电商涨超3%，易居企业控股涨超2%。,,09988,阿里巴巴,电子商务,阿里巴巴,2022-01-10,2025-10-13 00:26:17,5,积极,0,阿里巴巴概念股走高，但未直接提及阿里巴巴自身业务变化,3,市场对阿里巴巴生态体系整体看好，可能提升投资者信心,0.6,立即,1.8,市场情绪波动风险,关注阿里巴巴核心业务表现，评估市场情绪影响
2022-01-10 15:14:57,  【阿里巴巴入股交通科技公司】天眼查App显示，近日，上海济达交通科技有限公司发生工商变更，新增股东阿里巴巴(中国)网络技术有限公司。上海济达交通科技有限公司成立于2019年11月，法定代表人为刘启远，注册资本约315.8万人民币，经营范围包括从事交通运输技术、智能化管理系统技术开发应用，交通行业信息服务平台系统服务等。,,09988,阿里巴巴,电子商务,阿里巴巴,2022-01-10,2025-10-13 00:26:17,6,中性,2,阿里巴巴入股交通科技公司，拓展交通科技领域布局，但具体收益未知,2,交通科技是阿里巴巴新业务增长点，符合公司数字化转型战略,0.7,6个月以上,2.8,新业务拓展风险,关注交通科技领域发展，评估长期战略价值
2022-01-10 14:34:37,  【中国电信等投资成立资产管理公司 注册资本1亿】天眼查App显示，近日，国启资产管理有限公司成立，法定代表人为吴宏平，注册资本1亿人民币，经营范围包括资产管理；机械设备租赁；技术咨询、服务；企业管理咨询；财务咨询。股东信息显示，该公司由国家开发投资集团有限公司、中国电信集团有限公司、国机资产管理有限公司共同持股，持股比例分别为50%、30%、20%。,,601728,中国电信,电信运营,中国电信,2022-01-10,2025-10-13 00:26:17,7,中性,1,中国电信参与成立资产管理公司，增加新业务线但贡献有限,1,电信运营商拓展资产管理业务，多元化经营趋势明显,0.8,3个月内,1.6,新业务盈利能力不确定,关注资产管理公司运营情况，评估对整体业务的贡献
2022-01-10 14:31:22,  【中国电信等投资成立资产管理公司 注册资本1亿】天眼查App显示，近日，国启资产管理有限公司成立，法定代表人为吴宏平，注册资本1亿人民币，经营范围包括资产管理；机械设备租赁；技术咨询、服务；企业管理咨询；财务咨询。股东信息显示，该公司由国家开发投资集团有限公司、中国电信集团有限公司、国机资产管理有限公司共同持股，持股比例分别为50%、30%、20%。,,601728,中国电信,电信运营,中国电信,2022-01-10,2025-10-13 00:26:17,8,中性,1,中国电信参与成立资产管理公司，增加新业务线但贡献有限,1,电信运营商拓展资产管理业务，多元化经营趋势明显,0.8,3个月内,1.6,新业务盈利能力不确定,关注资产管理公司运营情况，评估对整体业务的贡献
2022-01-10 13:40:37,港股有色金属板块走高，中国宏桥、洛阳钼业涨近5%，中国铝业涨超4%，紫金矿业、俄铝涨近4%，中铝国际、招金矿业涨超3%。,,601899,紫金矿业,有色金属,紫金矿业,2022-01-10,2025-10-13 00:26:17,9,积极,0,有色金属板块整体走高，但未直接提及紫金矿业具体业务变化,3,全球大宗商品价格上涨，有色金属行业整体受益,0.7,立即,2.1,价格波动风险,关注大宗商品价格走势，评估行业景气度
2022-01-10 13:40:37,港股有色金属板块走高，中国宏桥、洛阳钼业涨近5%，中国铝业涨超4%，紫金矿业、俄铝涨近4%，中铝国际、招金矿业涨超3%。,,601600,中国铝业,有色金属,中国铝业,2022-01-10,2025-10-13 00:26:17,10,积极,0,有色金属板块整体走高，中国铝业涨幅超4%，显示市场看好,3,全球大宗商品价格上涨，铝行业整体受益,0.7,立即,2.1,价格波动风险,关注铝价走势，评估公司盈利能力变化
2022-01-11 17:31:04,【北向资金今日净卖出40.26亿元】北向资金今日净卖出40.26亿元。宁德时代、爱尔眼科、伊利股份分别获净卖出6.97亿元、5.97亿元、5.09亿元。比亚迪净买入额居首，金额为4.76亿元。,,002594,比亚迪,新能源汽车,比亚迪,2022-01-11,2025-10-13 00:34:43,1,中性,0,北向资金净买入比亚迪4.76亿元，表明外资对该股的短期看好，但属于市场交易行为，对公司基本面无直接影响,1,北向资金整体净卖出40.26亿元，显示市场短期情绪偏谨慎，但比亚迪作为净买入最多的个股，相对表现较强,0.8,立即,0.8,市场整体情绪波动风险,关注资金流向变化，但不宜仅凭单日资金流动做决策
2022-01-11 17:31:04,【北向资金今日净卖出40.26亿元】北向资金今日净卖出40.26亿元。宁德时代、爱尔眼科、伊利股份分别获净卖出6.97亿元、5.97亿元、5.09亿元。比亚迪净买入额居首，金额为4.76亿元。,,600887,伊利股份,乳制品制造,伊利股份,2022-01-11,2025-10-13 00:34:43,2,负面,-1,北向资金净卖出伊利股份5.09亿元，显示外资对该股短期看空，可能影响股价表现,0,乳制品行业整体未受直接影响，但资金流出可能反映市场对消费板块的短期担忧,0.8,立即,-0.8,消费板块资金流出风险,关注伊利基本面是否发生变化，不宜仅因资金流动做出决策
2022-01-11 17:31:04,【北向资金今日净卖出40.26亿元】北向资金今日净卖出40.26亿元。宁德时代、爱尔眼科、伊利股份分别获净卖出6.97亿元、5.97亿元、5.09亿元。比亚迪净买入额居首，金额为4.76亿元。,,300750,宁德时代,新能源电池,宁德时代,2022-01-11,2025-10-13 00:34:43,3,负面,-2,北向资金净卖出宁德时代6.97亿元，为当日净卖出最多的个股之一，显示外资对该股短期看空,-1,作为新能源电池龙头，宁德时代资金流出可能影响整个新能源板块情绪,0.8,立即,-2.4,新能源板块资金流出风险,关注新能源板块整体走势及宁德时代基本面变化
2022-01-11 17:31:04,【北向资金今日净卖出40.26亿元】北向资金今日净卖出40.26亿元。宁德时代、爱尔眼科、伊利股份分别获净卖出6.97亿元、5.97亿元、5.09亿元。比亚迪净买入额居首，金额为4.76亿元。,,002594,比亚迪,新能源汽车,比亚迪,2022-01-11,2025-10-13 00:34:43,4,中性,0,与新闻1相同，北向资金净买入比亚迪4.76亿元，表明外资对该股的短期看好，但属于市场交易行为,1,北向资金整体净卖出40.26亿元，显示市场短期情绪偏谨慎，但比亚迪作为净买入最多的个股，相对表现较强,0.8,立即,0.8,市场整体情绪波动风险,关注资金流向变化，但不宜仅凭单日资金流动做决策
2022-01-11 17:31:04,【北向资金今日净卖出40.26亿元】北向资金今日净卖出40.26亿元。宁德时代、爱尔眼科、伊利股份分别获净卖出6.97亿元、5.97亿元、5.09亿元。比亚迪净买入额居首，金额为4.76亿元。,,600887,伊利股份,乳制品制造,伊利股份,2022-01-11,2025-10-13 00:34:43,5,负面,-1,与新闻2相同，北向资金净卖出伊利股份5.09亿元，显示外资对该股短期看空,0,乳制品行业整体未受直接影响，但资金流出可能反映市场对消费板块的短期担忧,0.8,立即,-0.8,消费板块资金流出风险,关注伊利基本面是否发生变化
2022-01-11 17:19:09,据港交所披露文件：新加坡政府投资公司于1月7日以每股2.76港元的均价减持680万股中国电信(00728.HK)股份，持股比例从从14.0%降至13.95%。,,601728,中国电信,电信运营,中国电信,2022-01-11,2025-10-13 00:34:43,6,轻微负面,-1,新加坡政府投资公司减持中国电信680万股，持股比例从14.0%降至13.95%，显示长期投资者对该股信心有所减弱,0,电信行业整体未受直接影响，但大型机构减持可能影响板块情绪,0.9,1周内,-0.9,机构投资者信心不足风险,关注中国电信基本面及分红政策变化
2022-01-11 17:14:59,中国铝业(ACH.N)盘前涨近6%，今日中国铝业AH股均走高，机构表示铝价或将继续上行。,,601600,中国铝业,有色金属,中国铝业,2022-01-11,2025-10-13 00:34:43,7,正面,3,机构表示铝价或将继续上行，作为中国铝业核心业务，将直接提升公司收入和利润,2,铝价上涨将利好整个有色金属板块，特别是铝产业链企业,0.7,1个月内,3.5,铝价波动风险,关注铝价走势及公司产能利用率
2022-01-11 16:39:59,恒瑞医药：收到美国食品药品监督管理局关于同意海曲泊帕乙醇胺片进行临床试验的函，将于近期开展Ⅲ期临床试验。,,600276,恒瑞医药,化学制药,恒瑞医药,2022-01-11,2025-10-13 00:34:43,8,正面,4,恒瑞医药新药获美国FDA同意进行Ⅲ期临床试验，将拓展公司海外市场，增加未来收入来源,1,中国创新药国际化进程加速，利好整个医药板块,0.9,3个月内,4.5,临床试验失败风险,关注临床试验进展及海外市场拓展情况
2022-01-11 16:20:57,【中国移动通信联合会元宇宙产业委员会首批成员接纳名单公布，包括8家上市公司】中国移动通信联合会元宇宙产业委员会官网公布首批成员接纳名单。首批名单从267家申报个人和单位中经合规审核后接纳65家/人（个人成员25人，单位成员40家，上市公司8家），上市公司分别为：深圳中青宝互动网络股份有限公司、上海风语筑文化科技股份有限公司、天下秀数字科技（集团）股份有限公司、北京蓝色光标数据科技股份有限公司、浙商银行股份有限公司、北京元隆雅图文化传播股份有限公司、杭州平治信息技术股份有限公司和华扬联众数字技术股份有限公司。,,600941,中国移动,电信运营,中国移动,2022-01-11,2025-10-13 00:34:43,9,中性,0,中国移动未直接出现在元宇宙产业委员会首批成员名单中，对公司无直接影响,1,元宇宙产业发展可能带动相关电信服务需求，中国移动作为电信运营商间接受益,0.5,6个月以上,0.5,元宇宙产业发展不确定性,关注元宇宙产业发展趋势及公司相关业务布局
2022-01-11 16:20:57,【中国移动通信联合会元宇宙产业委员会首批成员接纳名单公布，包括8家上市公司】中国移动通信联合会元宇宙产业委员会官网公布首批成员接纳名单。首批名单从267家申报个人和单位中经合规审核后接纳65家/人（个人成员25人，单位成员40家，上市公司8家），上市公司分别为：深圳中青宝互动网络股份有限公司、上海风语筑文化科技股份有限公司、天下秀数字科技（集团）股份有限公司、北京蓝色光标数据科技股份有限公司、浙商银行股份有限公司、北京元隆雅图文化传播股份有限公司、杭州平治信息技术股份有限公司和华扬联众数字技术股份有限公司。,,600941,中国移动,电信运营,中国移动,2022-01-11,2025-10-13 00:34:43,10,中性,0,与新闻9相同，中国移动未直接出现在元宇宙产业委员会首批成员名单中,1,元宇宙产业发展可能带动相关电信服务需求，中国移动作为电信运营商间接受益,0.5,6个月以上,0.5,元宇宙产业发展不确定性,关注元宇宙产业发展趋势及公司相关业务布局
2022-01-11 09:21:42,港股恒指低开跌0.29％，国企指数跌0.48％。康希诺生物跌近9%，腾讯、美团涨超1%，阿里巴巴跌超2%。,,09988,阿里巴巴,电子商务,阿里巴巴,2022-01-11,2025-10-13 00:46:05,1,中性,0,市场波动，无基本面变化,0,无行业影响,1,立即,0,短期市场波动风险,关注公司基本面变化
2022-01-12 17:44:20,【比亚迪：网传比亚迪起火引燃隔壁特斯拉为不实信息】比亚迪网络举报中心”微信公众号发布声明称，一位提车刚一个月的特斯拉车主表示，自己的车停在那充电充着好好的，旁边的比亚迪突然燃烧，把自己的车也烧坏了”，引起大家的关注和议论。经核实，此为不实信息，起火车辆非比亚迪品牌。目前，针对相关信息已依法取证，我们保留追究有关侵权人责任的权利。,,002594,比亚迪,新能源汽车,比亚迪,2022-01-12,2025-10-13 00:46:05,2,积极,2,澄清不实信息，维护品牌形象,1,有助于维护行业声誉,1,1个月内,3,产品质量风险,关注品牌形象修复效果
2022-01-12 17:30:37,【北向资金今日大幅净买入70.18亿元】北向资金今日大幅净买入70.18亿元，开年以来累计净买入近140亿元。国电南瑞、兴业银行、宁德时代分别获净买入6.78亿元、6.24亿元、6.2亿元。亿纬锂能净卖出额居首，金额为5.52亿元。,,300750,宁德时代,新能源电池,宁德时代,2022-01-12,2025-10-13 00:46:05,3,积极,1,北向资金大幅买入，显示投资者信心,1,外资对中国市场整体看好,1,1周内,2,资金流动波动风险,关注资金流向变化
2022-01-12 17:30:37,【北向资金今日大幅净买入70.18亿元】北向资金今日大幅净买入70.18亿元，开年以来累计净买入近140亿元。国电南瑞、兴业银行、宁德时代分别获净买入6.78亿元、6.24亿元、6.2亿元。亿纬锂能净卖出额居首，金额为5.52亿元。,,600406,国电南瑞,电力设备,国电南瑞,2022-01-12,2025-10-13 00:46:05,4,积极,1,北向资金大幅买入，显示投资者信心,1,外资对中国市场整体看好,1,1周内,2,资金流动波动风险,关注资金流向变化
2022-01-12 17:30:37,【北向资金今日大幅净买入70.18亿元】北向资金今日大幅净买入70.18亿元，开年以来累计净买入近140亿元。国电南瑞、兴业银行、宁德时代分别获净买入6.78亿元、6.24亿元、6.2亿元。亿纬锂能净卖出额居首，金额为5.52亿元。,,300750,宁德时代,新能源电池,宁德时代,2022-01-12,2025-10-13 00:46:05,5,积极,1,北向资金大幅买入，显示投资者信心,1,外资对中国市场整体看好,1,1周内,2,资金流动波动风险,关注资金流向变化
2022-01-12 17:30:37,【北向资金今日大幅净买入70.18亿元】北向资金今日大幅净买入70.18亿元，开年以来累计净买入近140亿元。国电南瑞、兴业银行、宁德时代分别获净买入6.78亿元、6.24亿元、6.2亿元。亿纬锂能净卖出额居首，金额为5.52亿元。,,600406,国电南瑞,电力设备,国电南瑞,2022-01-12,2025-10-13 00:46:05,6,积极,1,北向资金大幅买入，显示投资者信心,1,外资对中国市场整体看好,1,1周内,2,资金流动波动风险,关注资金流向变化
2022-01-12 17:17:33,据港交所披露文件：1月7日，贝莱德在中国石油股份(00857.HK)的多头头寸从5.80%增加到6.03%。,,601857,中国石油,石油天然气,中国石油,2022-01-12,2025-10-13 00:46:05,7,积极,1,贝莱德增持，显示机构投资者信心,1,可能带动其他投资者跟进,1,1周内,2,机构持仓变动风险,关注机构持仓变化
2022-01-12 17:17:25,据港交所披露文件：1月7日，瑞银增持招商银行(03968.HK)160万股港股，持股比例从从5.97%增至6.0%。,,600036,招商银行,商业银行,招商银行,2022-01-12,2025-10-13 00:46:05,8,积极,1,瑞银增持，显示机构投资者信心,1,可能带动其他投资者跟进,1,1周内,2,机构持仓变动风险,关注机构持仓变化
2022-01-12 17:02:24,热门中概股盘前多数走高，富途控股(FUTU.O)涨近4%，拼多多(PDD.O)涨超3%，网易(NTES.O)、阿里巴巴(BABA.N)涨近3%，小鹏汽车(XPEV.N)涨超2%。,,09988,阿里巴巴,电子商务,阿里巴巴,2022-01-12,2025-10-13 00:46:05,9,积极,0,市场表现，无基本面变化,1,中概股整体上涨，市场情绪好转,1,立即,1,短期市场波动风险,关注公司基本面变化
2022-01-12 16:46:27,中国石油：预计2021年净利润增加710亿元到750亿元，同比增长374%到395%。,,601857,中国石油,石油天然气,中国石油,2022-01-12,2025-10-13 00:46:05,10,积极,5,净利润预计大幅增长374%-395%,2,提振行业信心,1,1个月内,7,业绩不及预期风险,关注业绩正式公布
2022-01-12 10:53:43,中信证券：将威孚高科评级下调至增持，目标价27元。,,600030,中信证券,证券业,中信证券,2022-01-12,2025-10-13 00:56:44,1,中性,0,新闻未提及中信证券自身，而是关于其下调威孚高科评级，对中信证券无直接影响,1,作为券商下调其他公司评级，可能反映行业谨慎态度，但影响有限,0.8,1周内,0.8,市场情绪可能受券商评级调整影响,关注市场情绪变化，但无需立即调整策略
2022-01-12 10:53:43,中信证券：将威孚高科评级下调至增持，目标价27元。,,600030,中信证券,证券业,中信证券,2022-01-12,2025-10-13 00:56:44,2,中性,0,新闻未提及中信证券自身，而是关于其下调威孚高科评级，对中信证券无直接影响,1,作为券商下调其他公司评级，可能反映行业谨慎态度，但影响有限,0.8,1周内,0.8,市场情绪可能受券商评级调整影响,关注市场情绪变化，但无需立即调整策略
2022-01-12 10:21:56,创业板指数一度涨2.4％，宁德时代涨5.8％。,,300750,宁德时代,新能源电池,宁德时代,2022-01-12,2025-10-13 00:56:44,3,积极,3,宁德时代作为创业板权重股，指数上涨直接带动其股价上涨5.8%,2,新能源板块整体表现良好，行业情绪积极,0.9,立即,4.7,短期涨幅较大，可能面临回调,可考虑持有，但注意短期波动风险
2022-01-12 10:13:31,宁德时代盘中涨超5%，成交额超45亿。,,300750,宁德时代,新能源电池,宁德时代,2022-01-12,2025-10-13 00:56:44,4,积极,4,股价上涨5%且成交额放大至45亿，显示市场活跃度提高,1,高成交额反映市场关注度提升，但行业影响有限,0.9,立即,4.5,成交量放大可能吸引短线资金，但持续性待观察,可继续关注，但需警惕短期获利了结压力
2022-01-12 10:13:31,宁德时代盘中涨超5%，成交额超45亿。,,300750,宁德时代,新能源电池,宁德时代,2022-01-12,2025-10-13 00:56:44,5,积极,4,股价上涨5%且成交额放大至45亿，显示市场活跃度提高,1,高成交额反映市场关注度提升，但行业影响有限,0.9,立即,4.5,成交量放大可能吸引短线资金，但持续性待观察,可继续关注，但需警惕短期获利了结压力
2022-01-12 10:03:43, 【34股获融资净买入超5000万元 比亚迪获净买入最多】据wind统计显示，1月11日共有1024只个股获融资净买入，净买入金额在千万元以上的有233只。其中，34只融资净买入额超5000万元。比亚迪获融资净买入额居首，当日净买入1.58亿元。隆基股份、华发股份、保利发展、桐昆股份、伊利股份、飞凯材料等股获融资净买入额超9000万元。（证券时报网）,,002594,比亚迪,新能源汽车,比亚迪,2022-01-12,2025-10-13 00:56:44,6,积极,4,获融资净买入1.58亿元，居首位，显示市场看好,2,新能源汽车板块整体获资金关注，行业情绪积极,0.8,1周内,4.8,融资买入可能带来波动性增加,可继续持有，关注资金流向变化
2022-01-12 10:03:43, 【34股获融资净买入超5000万元 比亚迪获净买入最多】据wind统计显示，1月11日共有1024只个股获融资净买入，净买入金额在千万元以上的有233只。其中，34只融资净买入额超5000万元。比亚迪获融资净买入额居首，当日净买入1.58亿元。隆基股份、华发股份、保利发展、桐昆股份、伊利股份、飞凯材料等股获融资净买入额超9000万元。（证券时报网）,,600048,保利发展,房地产开发,保利发展,2022-01-12,2025-10-13 00:56:44,7,中性,2,获融资净买入超9000万元，显示一定市场关注度,-1,房地产行业整体面临调控压力，板块表现受限,0.7,1周内,0.7,行业政策风险较高,谨慎持有，关注行业政策变化
